first_name,last_name,company_name,address,city,phone,aadhar,doctor,gender,disease,prescriptio roomno,
Benton,Skursky,Nercon Engineering & Mfg Inc,47939 Porter Ave,Gardena,8108816004,699619301779,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Hillary,Skulski,Replica I,9 Wales Rd Ne #914,Homosassa,8997795023,455954523629,DR.Ramesh,female,asthma,Budesonide,110
Merilyn,Bayless,20 20 Printing Inc,195 13n N,Santa Clara,8466688911,212464168878,DR.Ramesh,male,asthma,Budesonide,109
Teri,Ennaco,Publishers Group West,99 Tank Farm Rd,Hazleton,7696777592,507829868399,DR.Ramesh,male,viralfever,ibuprofen,102
Merlyn,Lawler,"Nischwitz, Jeffrey L Esq",4671 Alemany Blvd,Jersey City,8462674669,744232012025,DR.Rajesh,female,lupus,hydroxychloroquine,103
Georgene,Montezuma,Payne Blades & Wellborn Pa,98 University Dr,San Ramon,6337438747,652142056856,DR.Apuroop,female,cancer,Abemaciclib,100
Jettie,Mconnell,Coldwell Bnkr Wright Real Est,50 E Wacker Dr,Bridgewater,8768067058,823875474744,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Lemuel,Latzke,Computer Repair Service,70 Euclid Ave #722,Bohemia,7135102128,468366995106,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Melodie,Knipp,Fleetwood Building Block Inc,326 E Main St #6496,Thousand Oaks,8659026343,134031643376,DR.RaviKumar,male,heart attack,Thrombolytics,105
Candida,Corbley,Colts Neck Medical Assocs Inc,406 Main St,Somerville,9015191630,618439417212,DR.RaviKumar,female,heart attack,Thrombolytics,106
Karan,Karpin,New England Taxidermy,3 Elmwood Dr,Beaverton,6076644722,530516311243,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Andra,Scheyer,"Ludcke, George O Esq",9 Church St,Salem,7267669705,477443969385,DR.Ramesh,female,asthma,Budesonide,110
Felicidad,Poullion,"Mccorkle, Tom S Esq",9939 N 14th St,Riverton,9138626411,747543368526,DR.Ramesh,male,asthma,Budesonide,109
Belen,Strassner,Eagle Software Inc,5384 Southwyck Blvd,Douglasville,6657474983,925583916752,DR.Ramesh,male,viralfever,ibuprofen,102
Gracia,Melnyk,Juvenile & Adult Super,97 Airport Loop Dr,Jacksonville,8502639787,717556323679,DR.Rajesh,female,lupus,hydroxychloroquine,103
Jolanda,Hanafan,"Perez, Joseph J Esq",37855 Nolan Rd,Bangor,7133948532,39945780480,DR.Apuroop,female,cancer,Abemaciclib,100
Barrett,Toyama,Case Foundation Co,4252 N Washington Ave #9,Kennedale,8247174829,705127301840,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Helga,Fredicks,Eis Environmental Engrs Inc,42754 S Ash Ave,Buffalo,6792298674,32020768746,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Ashlyn,Pinilla,Art Crafters,703 Beville Rd,Opa Locka,9069692236,210903321910,DR.RaviKumar,male,heart attack,Thrombolytics,105
Fausto,Agramonte,Marriott Hotels Resorts Suites,5 Harrison Rd,New York,9348245609,728283022285,DR.RaviKumar,female,heart attack,Thrombolytics,106
Ronny,Caiafa,Remaco Inc,73 Southern Blvd,Philadelphia,9570246752,75888591433,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Marge,Limmel,"Bjork, Robert D Jr",189 Village Park Rd,Crestview,8567426947,48651122460,DR.Ramesh,female,asthma,Budesonide,110
Norah,Waymire,"Carmichael, Jeffery L Esq",6 Middlegate Rd #106,San Francisco,7679036735,520447778094,DR.Ramesh,male,asthma,Budesonide,109
Aliza,Baltimore,"Andrews, J Robert Esq",1128 Delaware St,San Jose,7698267161,52948212049,DR.Ramesh,male,viralfever,ibuprofen,102
Mozell,Pelkowski,Winship & Byrne,577 Parade St,South San Francisco,9954797100,284706873276,DR.Rajesh,female,lupus,hydroxychloroquine,103
Viola,Bitsuie,Burton & Davis,70 Mechanic St,Northridge,7214555382,509345601021,DR.Apuroop,female,cancer,Abemaciclib,100
Franklyn,Emard,Olympic Graphic Arts,4379 Highway 116,Philadelphia,8481100360,710744308800,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Willodean,Konopacki,Magnuson,55 Hawthorne Blvd,Lafayette,8937453292,367740185929,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Beckie,Silvestrini,A All American Travel Inc,7116 Western Ave,Dearborn,9795122515,265731619272,DR.RaviKumar,male,heart attack,Thrombolytics,105
Rebecka,Gesick,Polykote Inc,2026 N Plankinton Ave #3,Austin,9603803867,22245034591,DR.RaviKumar,female,heart attack,Thrombolytics,106
Frederica,Blunk,Jets Cybernetics,99586 Main St,Dallas,9723765834,909815297194,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Glen,Bartolet,Metlab Testing Services,8739 Hudson St,Vashon,8401038178,531601266173,DR.Ramesh,female,asthma,Budesonide,110
Freeman,Gochal,"Kellermann, William T Esq",383 Gunderman Rd #197,Coatesville,7744518827,471760375732,DR.Ramesh,male,asthma,Budesonide,109
Vincent,Meinerding,"Arturi, Peter D Esq",4441 Point Term Mkt,Philadelphia,8628795290,394676156118,DR.Ramesh,male,viralfever,ibuprofen,102
Rima,Bevelacqua,Mcauley Mfg Co,2972 Lafayette Ave,Gardena,8577249313,639211857520,DR.Rajesh,female,lupus,hydroxychloroquine,103
Glendora,Sarbacher,Defur Voran Hanley Radcliff,2140 Diamond Blvd,Rohnert Park,6997594569,955987659909,DR.Apuroop,female,cancer,Abemaciclib,100
Avery,Steier,Dill Dill Carr & Stonbraker Pc,93 Redmond Rd #492,Orlando,9272683929,206750947097,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Cristy,Lother,Kleensteel,3989 Portage Tr,Escondido,9271793406,945161405420,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Nicolette,Brossart,Goulds Pumps Inc Slurry Pump,1 Midway Rd,Westborough,7792011787,713265786295,DR.RaviKumar,male,heart attack,Thrombolytics,105
Tracey,Modzelewski,Kansas City Insurance Report,77132 Coon Rapids Blvd Nw,Conroe,6708809847,605576303557,DR.RaviKumar,female,heart attack,Thrombolytics,106
Virgina,Tegarden,Berhanu International Foods,755 Harbor Way,Milwaukee,9835241509,883683653421,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Tiera,Frankel,Roland Ashcroft,87 Sierra Rd,El Monte,8808183909,635914210144,DR.Ramesh,female,asthma,Budesonide,110
Alaine,Bergesen,Hispanic Magazine,7667 S Hulen St #42,Yonkers,6858777767,929073393652,DR.Ramesh,male,asthma,Budesonide,109
Earleen,Mai,Little Sheet Metal Co,75684 S Withlapopka Dr #32,Dallas,8314532532,763236745995,DR.Ramesh,male,viralfever,ibuprofen,102
Leonida,Gobern,"Holmes, Armstead J Esq",5 Elmwood Park Blvd,Biloxi,6092042520,966675230306,DR.Rajesh,female,lupus,hydroxychloroquine,103
Ressie,Auffrey,"Faw, James C Cpa",23 Palo Alto Sq,Miami,9546946962,33126967021,DR.Apuroop,female,cancer,Abemaciclib,100
Justine,Mugnolo,Evans Rule Company,38062 E Main St,New York,6373227754,747209980560,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Eladia,Saulter,Tyee Productions Inc,3958 S Dupont Hwy #7,Ramsey,7022611264,940297316160,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Chaya,Malvin,Dunnells & Duvall,560 Civic Center Dr,Ann Arbor,8260270559,319100816179,DR.RaviKumar,male,heart attack,Thrombolytics,105
Gwenn,Suffield,Deltam Systems Inc,3270 Dequindre Rd,Deer Park,7412637178,92180986478,DR.RaviKumar,female,heart attack,Thrombolytics,106
Salena,Karpel,Hammill Mfg Co,1 Garfield Ave #7,Canton,6281142273,621084904830,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Yoko,Fishburne,Sams Corner Store,9122 Carpenter Ave,New Haven,8595174476,594380144784,DR.Ramesh,female,asthma,Budesonide,110
Taryn,Moyd,"Siskin, Mark J Esq",48 Lenox St,Fairfax,8572407421,987731117520,DR.Ramesh,male,asthma,Budesonide,109
Katina,Polidori,Cape & Associates Real Estate,5 Little River Tpke,Wilmington,6781751144,845886735197,DR.Ramesh,male,viralfever,ibuprofen,102
Rickie,Plumer,Merrill Lynch,3 N Groesbeck Hwy,Toledo,6431306033,951059449543,DR.Rajesh,female,lupus,hydroxychloroquine,103
Alex,Loader,"Sublett, Scott Esq",37 N Elm St #916,Tacoma,6077537710,151609296400,DR.Apuroop,female,cancer,Abemaciclib,100
Lashon,Vizarro,Sentry Signs,433 Westminster Blvd #590,Roseville,7622831275,486923790202,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Lauran,Burnard,Professionals Unlimited,66697 Park Pl #3224,Riverton,8847054491,354454205656,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Ceola,Setter,Southern Steel Shelving Co,96263 Greenwood Pl,Warren,6571298400,375780716668,DR.RaviKumar,male,heart attack,Thrombolytics,105
My,Rantanen,"Bosco, Paul J",8 Mcarthur Ln,Richboro,8740659319,977773026598,DR.RaviKumar,female,heart attack,Thrombolytics,106
Lorrine,Worlds,"Longo, Nicholas J Esq",8 Fair Lawn Ave,Tampa,6766647806,580811079112,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Peggie,Sturiale,Henry County Middle School,9 N 14th St,El Cajon,8968128470,604022542301,DR.Ramesh,female,asthma,Budesonide,110
Marvel,Raymo,Edison Supply & Equipment Co,9 Vanowen St,College Station,7318262145,920878329776,DR.Ramesh,male,asthma,Budesonide,109
Daron,Dinos,"Wolf, Warren R Esq",18 Waterloo Geneva Rd,Highland Park,6198110277,181316582464,DR.Ramesh,male,viralfever,ibuprofen,102
An,Fritz,Linguistic Systems Inc,506 S Hacienda Dr,Atlantic City,9629218180,490150841307,DR.Rajesh,female,lupus,hydroxychloroquine,103
Portia,Stimmel,Peace Christian Center,3732 Sherman Ave,Bridgewater,8362249717,969348027665,DR.Apuroop,female,cancer,Abemaciclib,100
Rhea,Aredondo,Double B Foods Inc,25657 Live Oak St,Brooklyn,8358337860,964764311709,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Benedict,Sama,Alexander & Alexander Inc,4923 Carey Ave,Saint Louis,8469284739,740815390561,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Alyce,Arias,Fairbanks Scales,3196 S Rider Trl,Stockton,6821148546,306890623580,DR.RaviKumar,male,heart attack,Thrombolytics,105
Heike,Berganza,Cali Sportswear Cutting Dept,3 Railway Ave #75,Little Falls,8293719137,390731747579,DR.RaviKumar,female,heart attack,Thrombolytics,106
Carey,Dopico,"Garofani, John Esq",87393 E Highland Rd,Indianapolis,7565288325,232097384186,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Dottie,Hellickson,Thompson Fabricating Co,67 E Chestnut Hill Rd,Seattle,6268046876,171594172350,DR.Ramesh,female,asthma,Budesonide,105
Deandrea,Hughey,Century 21 Krall Real Estate,33 Lewis Rd #46,Burlington,9932922808,624971567428,DR.Ramesh,male,asthma,Budesonide,106
Kimberlie,Duenas,Mid Contntl Rlty & Prop Mgmt,8100 Jacksonville Rd #7,Hays,7709560638,932280274455,DR.Ramesh,male,viralfever,ibuprofen,112
Martina,Staback,Ace Signs Inc,7 W Wabansia Ave #227,Orlando,7775877337,677204188029,DR.Rajesh,female,lupus,hydroxychloroquine,110
Skye,Fillingim,Rodeway Inn,25 Minters Chapel Rd #9,Minneapolis,9641225519,566248450826,DR.Apuroop,female,cancer,Abemaciclib,109
Jade,Farrar,Bonnet & Daughter,6882 Torresdale Ave,Columbia,9060737907,904848373299,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Charlene,Hamilton,Oshins & Gibbons,985 E 6th Ave,Santa Rosa,6199712824,776126171117,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Geoffrey,Acey,Price Business Services,7 West Ave #1,Palatine,6024703756,622423384756,DR.RaviKumar,male,heart attack,Thrombolytics,100
Stevie,Westerbeck,"Wise, Dennis W Md",26659 N 13th St,Costa Mesa,9327217326,284877524046,DR.RaviKumar,female,heart attack,Thrombolytics,102
Pamella,Fortino,Super 8 Motel,669 Packerland Dr #1438,Denver,6062686382,897595080784,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Harrison,Haufler,John Wagner Associates,759 Eldora St,New Haven,6670517743,380527772912,DR.Ramesh,female,asthma,Budesonide,105
Johnna,Engelberg,Thrifty Oil Co,5 S Colorado Blvd #449,Bothell,6220717315,843613313978,DR.Ramesh,male,asthma,Budesonide,106
Buddy,Cloney,Larkfield Photo,944 Gaither Dr,Strongsville,7498290115,312101963538,DR.Ramesh,male,viralfever,ibuprofen,112
Dalene,Riden,Silverman Planetarium,66552 Malone Rd,Plaistow,7639902232,666206942194,DR.Rajesh,female,lupus,hydroxychloroquine,110
Jerry,Zurcher,J & F Lumber,77 Massillon Rd #822,Satellite Beach,7242502900,265476099262,DR.Apuroop,female,cancer,Abemaciclib,109
Haydee,Denooyer,Cleaning Station Inc,25346 New Rd,New York,6883933198,758932316700,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Joseph,Cryer,Ames Stationers,60 Fillmore Ave,Huntington Beach,8616480180,688290144837,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Deonna,Kippley,Midas Muffler Shops,57 Haven Ave #90,Southfield,7697535929,50002934581,DR.RaviKumar,male,heart attack,Thrombolytics,100
Raymon,Calvaresi,Seaboard Securities Inc,6538 E Pomona St #60,Indianapolis,9071789984,726781586445,DR.RaviKumar,female,heart attack,Thrombolytics,102
Alecia,Bubash,"Petersen, James E Esq",6535 Joyce St,Wichita Falls,6298799461,647990140150,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Ma,Layous,Development Authority,78112 Morris Ave,North Haven,7750798122,210386122570,DR.Ramesh,female,asthma,Budesonide,105
Detra,Coyier,Schott Fiber Optics Inc,96950 Hidden Ln,Aberdeen,6370895823,471706524945,DR.Ramesh,male,asthma,Budesonide,106
Terrilyn,Rodeigues,Stuart J Agins,3718 S Main St,New Orleans,9116563075,381345088770,DR.Ramesh,male,viralfever,ibuprofen,112
Salome,Lacovara,Mitsumi Electronics Corp,9677 Commerce Dr,Richmond,9953635902,812150987044,DR.Rajesh,female,lupus,hydroxychloroquine,110
Garry,Keetch,Italian Express Franchise Corp,5 Green Pond Rd #4,Southampton,6617145915,563189592466,DR.Apuroop,female,cancer,Abemaciclib,109
Matthew,Neither,American Council On Sci & Hlth,636 Commerce Dr #42,Shakopee,6583951597,577362338081,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Theodora,Restrepo,"Kleri, Patricia S Esq",42744 Hamann Industrial Pky #82,Miami,9899171491,506438010556,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Noah,Kalafatis,Twiggs Abrams Blanchard,1950 5th Ave,Milwaukee,7078185837,51142496885,DR.RaviKumar,male,heart attack,Thrombolytics,100
Carmen,Sweigard,Maui Research & Technology Pk,61304 N French Rd,Somerset,6687979047,450315165024,DR.RaviKumar,female,heart attack,Thrombolytics,102
Lavonda,Hengel,Bradley Nameplate Corp,87 Imperial Ct #79,Fargo,9155096016,584929099117,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Junita,Stoltzman,Geonex Martel Inc,94 W Dodge Rd,Carson City,9804542664,132179495690,DR.Ramesh,female,asthma,Budesonide,105
Herminia,Nicolozakes,Sea Island Div Of Fstr Ind Inc,4 58th St #3519,Scottsdale,8732462162,554628805545,DR.Ramesh,male,asthma,Budesonide,106
Casie,Good,"Papay, Debbie J Esq",5221 Bear Valley Rd,Nashville,9913358784,758511204131,DR.Ramesh,male,viralfever,ibuprofen,112
Reena,Maisto,Lane Promotions,9648 S Main,Salisbury,8528287182,233385145132,DR.Rajesh,female,lupus,hydroxychloroquine,110
Mirta,Mallett,Stephen Kennerly Archts Inc Pc,7 S San Marcos Rd,New York,9628230681,869556914074,DR.Apuroop,female,cancer,Abemaciclib,109
Cathrine,Pontoriero,Business Systems Of Wis Inc,812 S Haven St,Amarillo,9401121630,845489885666,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Filiberto,Tawil,"Flash, Elena Salerno Esq",3882 W Congress St #799,Los Angeles,8763331806,442078826109,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Raul,Upthegrove,"Neeley, Gregory W Esq",4 E Colonial Dr,La Mesa,9397776725,304257049885,DR.RaviKumar,male,heart attack,Thrombolytics,100
Sarah,Candlish,Alabama Educational Tv Comm,45 2nd Ave #9759,Atlanta,9937607960,219738570402,DR.RaviKumar,female,heart attack,Thrombolytics,102
Lucy,Treston,Franz Inc,57254 Brickell Ave #372,Worcester,7756507861,48228387868,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Judy,Aquas,Plantation Restaurant,8977 Connecticut Ave Nw #3,Niles,7392722979,446620514061,DR.Ramesh,female,asthma,Budesonide,105
Yvonne,Tjepkema,Radio Communications Co,9 Waydell St,Fairfield,7242927970,848472714037,DR.Ramesh,male,asthma,Budesonide,106
Kayleigh,Lace,Dentalaw Divsn Hlth Care,43 Huey P Long Ave,Lafayette,9419834297,66198886272,DR.Ramesh,male,viralfever,ibuprofen,112
Felix,Hirpara,American Speedy Printing Ctrs,7563 Cornwall Rd #4462,Denver,8511054422,441453892714,DR.Rajesh,female,lupus,hydroxychloroquine,110
Tresa,Sweely,"Grayson, Grant S Esq",22 Bridle Ln,Valley Park,6100839137,787984465861,DR.Apuroop,female,cancer,Abemaciclib,109
Kristeen,Turinetti,Jeanerette Middle School,70099 E North Ave,Arlington,9037835983,76814690287,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Jenelle,Regusters,"Haavisto, Brian F Esq",3211 E Northeast Loop,Tampa,6938113448,462534697428,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Renea,Monterrubio,Wmmt Radio Station,26 Montgomery St,Atlanta,9081147425,430241110661,DR.RaviKumar,male,heart attack,Thrombolytics,100
Olive,Matuszak,Colony Paints Sales Ofc & Plnt,13252 Lighthouse Ave,Cathedral City,8498105568,21066067139,DR.RaviKumar,female,heart attack,Thrombolytics,102
Ligia,Reiber,Floral Expressions,206 Main St #2804,Lansing,8687308414,602997061268,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Christiane,Eschberger,Casco Services Inc,96541 W Central Blvd,Phoenix,8852864840,8187156031,DR.Ramesh,female,asthma,Budesonide,105
Goldie,Schirpke,"Reuter, Arthur C Jr",34 Saint George Ave #2,Bangor,8606641711,357980775037,DR.Ramesh,male,asthma,Budesonide,106
Loreta,Timenez,"Kaminski, Katherine Andritsaki",47857 Coney Island Ave,Clinton,9179792754,845224821516,DR.Ramesh,male,viralfever,ibuprofen,102
Fabiola,Hauenstein,Sidewinder Products Corp,8573 Lincoln Blvd,York,9310514548,555784331057,DR.Rajesh,female,lupus,hydroxychloroquine,103
Amie,Perigo,General Foam Corporation,596 Santa Maria Ave #7913,Mesquite,8605177833,335348340227,DR.Apuroop,female,cancer,Abemaciclib,100
Raina,Brachle,Ikg Borden Divsn Harsco Corp,3829 Ventura Blvd,Butte,9918882462,692195295906,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Erinn,Canlas,Anchor Computer Inc,13 S Hacienda Dr,Livingston,9716776675,333642396660,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Cherry,Lietz,Sebring & Co,40 9th Ave Sw #91,Waterford,8411423890,880442890671,DR.RaviKumar,male,heart attack,Thrombolytics,105
Kattie,Vonasek,H A C Farm Lines Co Optv Assoc,2845 Boulder Crescent St,Cleveland,9430637168,497836744758,DR.RaviKumar,female,heart attack,Thrombolytics,106
Lilli,Scriven,"Hunter, John J Esq",33 State St,Abilene,8421200653,792690468045,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Whitley,Tomasulo,Freehold Fence Co,2 S 15th St,Fort Worth,6912360742,71882688141,DR.Ramesh,female,asthma,Budesonide,110
Barbra,Adkin,Binswanger,4 Kohler Memorial Dr,Brooklyn,6477429902,556846326175,DR.Ramesh,male,asthma,Budesonide,109
Hermila,Thyberg,Chilton Malting Co,1 Rancho Del Mar Shopping C,Providence,6661887612,268915814545,DR.Ramesh,male,viralfever,ibuprofen,102
Jesusita,Flister,"Schoen, Edward J Jr",3943 N Highland Ave,Lancaster,6778276396,725001438780,DR.Rajesh,female,lupus,hydroxychloroquine,103
Caitlin,Julia,"Helderman, Seymour Cpa",5 Williams St,Johnston,9033951984,415368481457,DR.Apuroop,female,cancer,Abemaciclib,100
Roosevelt,Hoffis,"Denbrook, Myron",60 Old Dover Rd,Hialeah,6598426467,718917777859,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Helaine,Halter,"Lippitt, Mike",8 Sheridan Rd,Jersey City,7960193081,434175551481,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Lorean,Martabano,"Hiram, Hogg P Esq",85092 Southern Blvd,San Antonio,9836737854,216344645200,DR.RaviKumar,male,heart attack,Thrombolytics,105
France,Buzick,In Travel Agency,64 Newman Springs Rd E,Brooklyn,7056509970,747168948135,DR.RaviKumar,female,heart attack,Thrombolytics,106
Justine,Ferrario,Newhart Foods Inc,48 Stratford Ave,Pomona,7062717044,289590972905,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Adelina,Nabours,Courtyard By Marriott,80 Pittsford Victor Rd #9,Cleveland,7607212701,888410970336,DR.Ramesh,female,asthma,Budesonide,110
Derick,Dhamer,"Studer, Eugene A Esq",87163 N Main Ave,New York,6642441300,692114590770,DR.Ramesh,male,asthma,Budesonide,109
Jerry,Dallen,Seashore Supply Co Waretown,393 Lafayette Ave,Richmond,8123730698,105334021424,DR.Ramesh,male,viralfever,ibuprofen,102
Leota,Ragel,Mayar Silk Inc,99 5th Ave #33,Trion,7723406770,542203268794,DR.Rajesh,female,lupus,hydroxychloroquine,103
Jutta,Amyot,National Medical Excess Corp,49 N Mays St,Broussard,6657157620,992489975758,DR.Apuroop,female,cancer,Abemaciclib,100
Aja,Gehrett,Stero Company,993 Washington Ave,Nutley,6648343687,762772916436,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Kirk,Herritt,"Hasting, H Duane Esq",88 15th Ave Ne,Vestal,6886507420,201551302868,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Leonora,Mauson,Insty Prints,3381 E 40th Ave,Passaic,7002809296,38093756822,DR.RaviKumar,male,heart attack,Thrombolytics,105
Winfred,Brucato,Glenridge Manor Mobile Home Pk,201 Ridgewood Rd,Moscow,7446269402,429104436690,DR.RaviKumar,female,heart attack,Thrombolytics,106
Tarra,Nachor,Circuit Solution Inc,39 Moccasin Dr,San Francisco,6030777420,507229821042,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Corinne,Loder,Local Office,4 Carroll St,North Attleboro,9515403487,853301758232,DR.Ramesh,female,asthma,Budesonide,110
Dulce,Labreche,Lee Kilkelly Paulson & Kabaker,9581 E Arapahoe Rd,Rochester,8947401534,413084909382,DR.Ramesh,male,asthma,Budesonide,109
Kate,Keneipp,"Davis, Maxon R Esq",33 N Michigan Ave,Green Bay,9816393421,971996371037,DR.Ramesh,male,viralfever,ibuprofen,102
Kaitlyn,Ogg,"Garrison, Paul E Esq",2 S Biscayne Blvd,Baltimore,8136580008,374473376559,DR.Rajesh,female,lupus,hydroxychloroquine,103
Sherita,Saras,Black History Resource Center,8 Us Highway 22,Colorado Springs,6605959568,712822685209,DR.Apuroop,female,cancer,Abemaciclib,100
Lashawnda,Stuer,"Rodriguez, J Christopher Esq",7422 Martin Ave #8,Toledo,8284178475,570718054540,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Ernest,Syrop,Grant Family Health Center,94 Chase Rd,Hyattsville,6806896205,308313409712,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Nobuko,Halsey,Goeman Wood Products Inc,8139 I Hwy 10 #92,New Bedford,7635585533,799856557483,DR.RaviKumar,male,heart attack,Thrombolytics,105
Lavonna,Wolny,"Linhares, Kenneth A Esq",5 Cabot Rd,Mc Lean,6468514447,466573315800,DR.RaviKumar,female,heart attack,Thrombolytics,106
Lashaunda,Lizama,Earnhardt Printing,3387 Ryan Dr,Hanover,6567706486,952383507194,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Mariann,Bilden,H P G Industrys Inc,3125 Packer Ave #9851,Austin,6933435052,132084413582,DR.Ramesh,female,asthma,Budesonide,110
Helene,Rodenberger,Bailey Transportation Prod Inc,347 Chestnut St,Peoria,8595848780,720056406829,DR.Ramesh,male,asthma,Budesonide,109
Roselle,Estell,Mcglynn Bliss Pc,8116 Mount Vernon Ave,Bucyrus,8332880767,498828189620,DR.Ramesh,male,viralfever,ibuprofen,102
Samira,Heintzman,Mutual Fish Co,8772 Old County Rd #5410,Kent,9764156551,502692840203,DR.Rajesh,female,lupus,hydroxychloroquine,103
Margart,Meisel,"Yeates, Arthur L Aia",868 State St #38,Cincinnati,7646276876,913850366996,DR.Apuroop,female,cancer,Abemaciclib,100
Kristofer,Bennick,"Logan, Ronald J Esq",772 W River Dr,Bloomington,6500056853,92013530431,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Weldon,Acuff,Advantage Martgage Company,73 W Barstow Ave,Arlington Heights,6833285599,872552623088,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Shalon,Shadrick,Germer And Gertz Llp,61047 Mayfield Ave,Brooklyn,8837854110,800837148820,DR.RaviKumar,male,heart attack,Thrombolytics,105
Denise,Patak,Spence Law Offices,2139 Santa Rosa Ave,Orlando,6873735239,489116451637,DR.RaviKumar,female,heart attack,Thrombolytics,106
Louvenia,Beech,John Ortiz Nts Therapy Center,598 43rd St,Beverly Hills,9716077425,173282717785,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Audry,Yaw,Mike Uchrin Htg & Air Cond Inc,70295 Pioneer Ct,Brandon,6433081671,990728969760,DR.Ramesh,female,asthma,Budesonide,110
Kristel,Ehmann,"Mccoy, Joy Reynolds Esq",92899 Kalakaua Ave,El Paso,8297541806,237877695485,DR.Ramesh,male,asthma,Budesonide,109
Vincenza,Zepp,Kbor 1600 Am,395 S 6th St #2,El Cajon,9491894712,539987036507,DR.Ramesh,male,viralfever,ibuprofen,102
Elouise,Gwalthney,Quality Inn Northwest,9506 Edgemore Ave,Bladensburg,8267205696,737189380327,DR.Rajesh,female,lupus,hydroxychloroquine,103
Venita,Maillard,Wallace Church Assoc Inc,72119 S Walker Ave #63,Anaheim,9667394395,783988622415,DR.Apuroop,female,cancer,Abemaciclib,100
Kasandra,Semidey,Can Tron,369 Latham St #500,Saint Louis,8442938622,348818642974,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Xochitl,Discipio,Ravaal Enterprises Inc,3158 Runamuck Pl,Round Rock,8080745105,976771954856,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Maile,Linahan,Thompson Steel Company Inc,9 Plainsboro Rd #598,Greensboro,6631665742,184591285066,DR.RaviKumar,male,heart attack,Thrombolytics,105
Krissy,Rauser,"Anderson, Mark A Esq",8728 S Broad St,Coram,6591940182,928850945714,DR.RaviKumar,female,heart attack,Thrombolytics,106
Pete,Dubaldi,Womack & Galich,2215 Prosperity Dr,Lyndhurst,8559399628,715769259662,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Linn,Paa,Valerie & Company,1 S Pine St,Memphis,6600604477,905447176721,DR.Ramesh,female,asthma,Budesonide,110
Paris,Wide,Gehring Pumps Inc,187 Market St,Atlanta,9964981241,374093914442,DR.Ramesh,male,asthma,Budesonide,109
